step,target,prediction_naive,error_naive,prediction_variable,error_variable,beta_variable,rules_variable,dictionary_total_variable,prediction_fixed,error_fixed,beta_fixed,rules_fixed,dictionary_total_fixed
161,0.5842396821685042,0.5844447583633705,-0.000205076194866316,0.6077848735321982,-0.02354519136369404,0.0821242539696286,2,31,0.5856541504228128,-0.0014144682543085763,0.18,2,35
162,0.6488777802312025,0.5842396821685042,0.06463809806269827,0.5948566507745469,0.0540211294566556,0.0912491710773651,2,31,0.584412778255408,0.06446500197579441,0.18,2,35
163,0.5679435726545651,0.6488777802312025,-0.08093420757663738,0.6022797462192158,-0.034336173564650685,0.07117435344034478,2,32,0.6230207389476012,-0.05507716629303616,0.18,2,36
164,0.6017889555995034,0.5679435726545651,0.03384538294493833,0.6036914621684343,-0.0019025065689308729,0.05551599568346893,2,32,0.5735538512368645,0.028235104362638874,0.18,2,37
165,0.5501593749874627,0.6017889555995034,-0.051629580612040704,0.6123162966547977,-0.062156921667335,0.06168443964829881,2,33,0.6023715020645709,-0.052212127077108206,0.18,2,38
166,0.5875073300261743,0.5501593749874627,0.03734795503871158,0.5848601262480553,0.0026472037781190005,0.04811386292567307,2,34,0.5524445253549725,0.03506280467120182,0.18,2,38
167,0.5649302857648977,0.5875073300261743,-0.022577044261276602,0.6032511719019602,-0.038320886137062526,0.037528813082025,2,34,0.5868898458993086,-0.021959560134410916,0.18,2,38
168,0.5421066555747235,0.5649302857648977,-0.022823630190174193,0.5915370340635284,-0.04943037848880494,0.041698681202249996,2,34,0.5660505936285603,-0.023943938053836766,0.18,2,38
169,0.5353727686459916,0.5421066555747235,-0.006733886928731891,0.5685903419268615,-0.03321757328086994,0.032524971337755,2,34,0.5399126180672007,-0.004539849421209108,0.18,2,38
170,0.5100710131586016,0.5353727686459916,-0.02530175548739,0.5564968030782333,-0.046425789919631755,0.036138857041949995,2,34,0.5307104234873479,-0.020639410328746277,0.18,2,38
171,0.5273484186107286,0.5100710131586016,0.01727740545212697,0.5195821618329155,0.007766256777813063,0.028188308492720998,2,35,0.49759998744399986,0.029748431166728706,0.18,2,38
172,0.4943131645557088,0.5273484186107286,-0.03303525405501978,0.5434851627531287,-0.049171998197419964,0.03132034276969,2,35,0.5215774159367964,-0.027264251381087623,0.18,2,38
173,0.4643028998475098,0.4943131645557088,-0.030010264708199008,0.494780740231564,-0.03047784038405421,0.024429867360358203,2,35,0.4801959914745587,-0.01589309162704894,0.18,2,38
174,0.4520436249115111,0.4643028998475098,-0.012259274935998654,0.4468250780677243,0.005218546843786809,0.0190552965410794,2,36,0.4417556109678897,0.010288013943621444,0.18,2,38
175,0.47717965179408073,0.4520436249115111,0.025136026882569606,0.4363702012618639,0.04080945053221685,0.021172551712310445,2,36,0.43320869696292585,0.043970954831154874,0.18,2,38
176,0.5010696201793793,0.47717965179408073,0.023889968385298554,0.48311017637539966,0.017959443803979624,0.016514590335602146,2,36,0.47044889941144274,0.030620720767936538,0.18,2,38
177,0.45420503593069345,0.5010696201793793,-0.04686458424868584,0.513795000055373,-0.059589964124679595,0.01834954481733572,2,36,0.4939292656230687,-0.03972422969237527,0.18,2,38
178,0.43576905782028563,0.45420503593069345,-0.018435978110407814,0.451952267411764,-0.016183209591478342,0.014312644957521862,2,36,0.44536027268992484,-0.009591214869639209,0.18,2,38
179,0.434358873882919,0.43576905782028563,-0.001410183937366638,0.42692805657245836,0.007430817310460636,0.011163863066867053,3,37,0.4250239030794976,0.009334970803421383,0.18,2,38
180,0.4483216148015461,0.434358873882919,0.013962740918627092,0.4276690003253639,0.020652614476182163,0.01,3,37,0.42517820760044844,0.023143407201097643,0.18,2,38
181,0.4096263981578468,0.4483216148015461,-0.03869521664369929,0.4410430094194395,-0.03141661126159273,0.01,3,37,0.4406181556127623,-0.030991757454915503,0.18,2,38
182,0.3823825669787692,0.4096263981578468,-0.027243831179077582,0.40285013700097344,-0.02046757002220423,0.01,3,38,0.3992099907803768,-0.016827423801607566,0.18,2,38
183,0.40890213951468335,0.3823825669787692,0.026519572535914138,0.3696502231116929,0.03925191640299047,0.01,3,39,0.36978427714941664,0.03911786236526671,0.18,2,38
184,0.3806596756031049,0.40890213951468335,-0.028242463911578475,0.3971899940206959,-0.016530318417591006,0.01,3,39,0.40291433809341415,-0.022254662490309274,0.18,2,38
185,0.3971682895680451,0.3806596756031049,0.016508613964940244,0.36356560738380367,0.03360268218424145,0.01,3,39,0.3731600844010341,0.02400820516701102,0.18,2,38
186,0.3523573922271898,0.3971682895680451,-0.044810897340855305,0.38159115560513285,-0.029233763377943034,0.01,3,39,0.3920079628218186,-0.03965057059462879,0.18,2,38
187,0.3063657337658757,0.3523573922271898,-0.04599165846131409,0.3258144189031985,-0.019448685137322785,0.01,3,40,0.3447523876779595,-0.03838665391208379,0.18,2,38
188,0.2922029177681109,0.3063657337658757,-0.01416281599776481,0.2574833297069141,0.03471958806119679,0.01,3,41,0.29544344153110513,-0.0032405237629942185,0.18,2,38
189,0.35736713842077067,0.2922029177681109,0.06516422065265975,0.24607102984095564,0.11129610857981503,0.011111111111111112,3,41,0.284394548734653,0.0729725896861177,0.18,2,38
190,0.3491586148972752,0.35736713842077067,-0.008208523523495492,0.3320935400188946,0.017065074878380604,0.01,3,41,0.35801568805335676,-0.008857073156081585,0.18,2,39
191,0.2918656107741947,0.3491586148972752,-0.05729300412308047,0.3216115655077729,-0.029745954733578217,0.01,3,41,0.35882445542771124,-0.06695884465351654,0.18,2,39
192,0.2774008497280041,0.2918656107741947,-0.0144647610461906,0.25576287650605245,0.021637973221951656,0.01,3,41,0.3124701998041648,-0.03506935007616069,0.18,2,40
193,0.3145097023918384,0.2774008497280041,0.03710885266383429,0.23902069462441855,0.07548900776741985,0.011111111111111112,3,41,0.3059074835510748,0.00860221884076362,0.18,2,40
194,0.24168142659619862,0.3145097023918384,-0.07282827579563977,0.28018176241100934,-0.038500335814810716,0.01,3,41,0.33062776092277846,-0.08894633432657983,0.18,2,41
195,0.23878799258200703,0.24168142659619862,-0.0028934340141915926,0.20498161063179693,0.0338063819502101,0.01,3,41,0.28099816573925074,-0.04221017315724371,0.18,2,42
196,0.2694751365842223,0.23878799258200703,0.030687144002215255,0.20232733006177045,0.06714780652245184,0.011111111111111112,3,41,0.2772628816102718,-0.0077877450260495085,0.18,2,42
197,0.2362212066241266,0.2694751365842223,-0.033253929960095685,0.2321721139006927,0.0040490927234339,0.01,3,41,0.2960415697287948,-0.059820363104668206,0.18,2,43
198,0.23913133322986949,0.2362212066241266,0.0029101266057428854,0.20074732870967957,0.03838400452018992,0.01,3,41,0.27333789068525616,-0.03420655745538667,0.18,2,43
199,0.22884382026313224,0.23913133322986949,-0.010287512966737244,0.2026428145100434,0.02620100575308884,0.01,3,41,0.273003704928146,-0.04415988466501378,0.18,2,43
200,0.2355546580811628,0.22884382026313224,0.006710837818030557,0.1927275892612954,0.04282706881986739,0.011111111111111112,4,42,0.26433183387188675,-0.028777175790723947,0.18,2,43
201,0.2570186353441863,0.2355546580811628,0.021463977263023487,0.2079316134442093,0.04908702189997699,0.012345679012345678,4,42,0.26716798553251736,-0.010149350188331074,0.18,2,43
202,0.21935794153689545,0.2570186353441863,-0.03766069380729084,0.22244345553023567,-0.0030855139933402276,0.01,4,43,0.2793809281180152,-0.060022986581119736,0.18,2,43
203,0.22901199589144888,0.21935794153689545,0.009654054354553437,0.19836928245527247,0.030642713436176416,0.01,4,43,0.25542817328794387,-0.02641617739649499,0.18,2,44
204,0.15804941226674782,0.22901199589144888,-0.07096258362470106,0.20245977594113584,-0.044410363674388026,0.011111111111111112,4,43,0.25923986207364375,-0.10119044980689593,0.18,2,44
205,0.20505586060256434,0.15804941226674782,0.04700644833581652,0.15448734368679978,0.050568516915764555,0.012345679012345678,4,44,0.20763503836070007,-0.0025791777581357367,0.18,2,45
206,0.1827514263098346,0.20505586060256434,-0.02230443429272974,0.18312934452547144,-0.0003779182156368466,0.01,4,45,0.24234024870256057,-0.059588822392725976,0.18,2,45
207,0.17151519585564456,0.1827514263098346,-0.011236230454190033,0.16725037669766643,0.004264819157978134,0.01,4,46,0.2272638030940785,-0.055748607238433945,0.18,2,46
208,0.17878511209456144,0.17151519585564456,0.007269916238916874,0.15691582788577982,0.02186928420878162,0.01,4,46,0.2169109798921104,-0.03812586779754895,0.18,1,30
209,0.19174272487943148,0.17878511209456144,0.012957612784870037,0.16023894354625592,0.03150378133317555,0.01,4,46,0.18710873210606047,0.0046339927733710096,0.18,2,31
210,0.22295552489947046,0.19174272487943148,0.031212800020038983,0.16799534756442275,0.05496017733504771,0.011111111111111112,4,46,0.19158212606852637,0.03137339883094409,0.18,2,31
211,0.16746565883166692,0.22295552489947046,-0.05548986606780354,0.18770582248694068,-0.020240163655273757,0.01,4,47,0.20400262883789194,-0.03653697000622502,0.18,2,32
212,0.20256258249505743,0.16746565883166692,0.03509692366339051,0.15158278500898387,0.050979797486073564,0.011111111111111112,4,47,0.19169546660480208,0.010867115890255352,0.18,2,32
213,0.19146445680408852,0.20256258249505743,-0.011098125690968907,0.1720443369646461,0.019420119839442418,0.01,4,47,0.19317773030032154,-0.0017132734962330143,0.18,2,33
214,0.1977444648452441,0.19146445680408852,0.0062800080411555825,0.16454259509918884,0.03320186974605527,0.01,4,47,0.19198151501260105,0.005762949832643055,0.18,2,33
215,0.23396202296978,0.1977444648452441,0.03621755812453589,0.16733941915740624,0.06662260381237375,0.011111111111111112,4,48,0.19152950887347836,0.04243251409630164,0.18,2,33
216,0.22588379575247453,0.23396202296978,-0.008078227217305473,0.18759185306345316,0.03829194268902136,0.01,4,48,0.19460194590514462,0.0312818498473299,0.18,2,33
217,0.24997500488676644,0.22588379575247453,0.024091209134291913,0.18346225489604667,0.06651274999071977,0.011111111111111112,4,48,0.20164246411715686,0.04833254076960958,0.18,2,33
218,0.2173465525373596,0.24997500488676644,-0.03262845234940684,0.19891053560733202,0.018436016930027582,0.01,4,49,0.21243334578754303,0.004913206749816573,0.18,2,34
219,0.20902692021581745,0.2173465525373596,-0.008319632321542147,0.17918335978763536,0.029843560428182092,0.01,4,49,0.20442329792148428,0.004603622294333171,0.18,2,34
220,0.226578097508746,0.20902692021581745,0.017551177292928544,0.1732617381337706,0.05331635937497539,0.011111111111111112,4,49,0.20053510807411795,0.026042989434628044,0.18,2,34
221,0.24450303788631236,0.226578097508746,0.017924940377566367,0.18342128327345214,0.06108175461286022,0.012345679012345678,4,50,0.2060464723102054,0.038456565576106966,0.18,2,35
222,0.24962072341278557,0.24450303788631236,0.005117685526473209,0.1943925421889855,0.05522818122380008,0.013717421124828532,4,50,0.2132889044364386,0.03633181897634696,0.18,2,35
223,0.2253435581635369,0.24962072341278557,-0.024277165249248667,0.19782117433999852,0.027522383823538388,0.010699588477366255,4,50,0.21717220665003933,0.008171351513497571,0.18,2,35
224,0.2624235280271386,0.2253435581635369,0.03707996986360168,0.18258227982713454,0.07984124820000404,0.01188843164151806,4,50,0.20833578512028328,0.05408774290685531,0.18,2,35
225,0.2740149528140262,0.2624235280271386,0.011591424786887627,0.20442611843660669,0.06958883437741953,0.013209368490575623,4,51,0.2209275091149041,0.053087443699122105,0.18,2,36
226,0.33981156781077476,0.2740149528140262,0.06579661499674855,0.21260200162049445,0.12720956619028032,0.01467707610063958,4,51,0.22909716836421495,0.11071439944655981,0.18,2,36
227,0.3327552402334913,0.33981156781077476,-0.007056327577283472,0.2567088269624696,0.07604641327102168,0.01630786233404398,4,52,0.25701399647390033,0.07574124375959096,0.18,2,37
228,0.27383172530046074,0.3327552402334913,-0.05892351493303055,0.25800509501276847,0.015826630287692267,0.012720132620554304,4,53,0.2813280777663538,-0.007496352465893086,0.18,2,37
229,0.29765050904993146,0.27383172530046074,0.023818783749470718,0.22155768063507514,0.07609282841485632,0.014133480689504782,4,53,0.24265242803621945,0.05499808101371201,0.18,2,37
230,0.278238305136538,0.29765050904993146,-0.019412203913393433,0.23844089455585274,0.03979741058068528,0.011024114937813731,4,53,0.2560712601703641,0.022167044966173943,0.18,2,38
231,0.3103354257096471,0.278238305136538,0.032097120573109095,0.2239042863559388,0.08643113935370833,0.012249016597570812,4,53,0.24485330347498693,0.06548212223466018,0.18,2,39
232,0.3435331647495405,0.3103354257096471,0.03319773903989337,0.24610471257955913,0.09742845216998136,0.013610018441745347,4,53,0.26158416912408966,0.08194899562545083,0.18,2,39
233,0.3765615015473931,0.3435331647495405,0.03302833679785261,0.2710754342051901,0.105486067342203,0.015122242713050385,4,53,0.2763825719280046,0.10017892961938851,0.18,2,39
234,0.33916272019476995,0.3765615015473931,-0.037398781352623145,0.3026338384916172,0.03652888170315277,0.011795349316179302,4,54,0.29642890646341824,0.04273381373135171,0.18,2,39
235,0.3521831375303297,0.33916272019476995,0.013020417335559753,0.27419103348013923,0.07799210405019047,0.013105943684643668,4,54,0.28235780069575334,0.06982533683457637,0.18,2,39
236,0.32614320168455374,0.3521831375303297,-0.026039935845775963,0.2836865219463952,0.04245667973815853,0.014562159649604075,4,54,0.2884504809131725,0.03769272077138125,0.18,2,39
237,0.3871579841689713,0.32614320168455374,0.06101478248441755,0.2642861682405656,0.12287181592840568,0.01618017738844897,4,54,0.2756886700262896,0.11146931414268169,0.18,2,39
238,0.3761426775082579,0.3871579841689713,-0.011015306660713375,0.31069520576049825,0.06544747174775967,0.017977974876054414,4,54,0.2982228101045977,0.07791986740366019,0.18,2,39
239,0.4009930656281112,0.3761426775082579,0.024850388119853295,0.30360256079961734,0.09739050482849387,0.01997552764006046,4,54,0.29917799625195907,0.10181506937615215,0.18,2,39
240,0.5280784805458103,0.4009930656281112,0.1270854149176991,0.3199208867078265,0.20815759383798382,0.022195030711178287,4,54,0.30898397722139187,0.21909450332441843,0.18,2,39
241,0.5679585902479358,0.5280784805458103,0.03988010970212552,0.37012328109864234,0.19783530914929348,0.02466114523464254,4,55,0.32184665429756176,0.24611193595037406,0.18,2,39
242,0.546408360680472,0.5679585902479358,-0.021550229567463774,0.41251207811182844,0.1338962825686436,0.027401272482936154,4,56,0.3939077628902702,0.15250059779020186,0.18,2,40
243,0.5731582604992522,0.546408360680472,0.026749899818780176,0.41204430474021264,0.16111395575903958,0.030445858314373502,4,57,0.4420174938442335,0.13114076665501873,0.18,2,41
244,0.6817276445454558,0.5731582604992522,0.10856938404620353,0.40499805109190906,0.2767295934535467,0.033828731460415,5,58,0.4475059890346395,0.23422165551081625,0.18,2,41
245,0.6138965059715118,0.6817276445454558,-0.06783113857394396,0.37582531386274487,0.23807119210876693,0.03758747940046111,5,59,0.4167023166583008,0.19719418931321098,0.18,2,41
246,0.6349308236727986,0.6138965059715118,0.02103431770128683,0.4466604724447504,0.18827035122804825,0.041763866000512344,5,60,0.48037522614863015,0.15455559752416848,0.18,2,41
247,0.723002079916389,0.6349308236727986,0.08807125624359036,0.42647934007420196,0.296522739842187,0.046404295556124825,5,61,0.4759986763580115,0.24700340355837747,0.18,2,41
248,0.7626941154379245,0.723002079916389,0.03969203552153555,0.3329068560864231,0.4297872593515014,0.05156032839569425,5,62,0.42271593334861624,0.3399781820893083,0.18,3,42
249,0.6718491414960844,0.7626941154379245,-0.0908449739418401,0.31806797019895044,0.353781171297134,0.05728925377299361,5,62,0.5179328646467117,0.1539162768493727,0.18,3,43
250,0.7009355823936143,0.6718491414960844,0.029086440897529875,0.4074055310108357,0.2935300513827786,0.06365472641443734,5,62,0.5659171087641347,0.1350184736294796,0.18,3,44
251,0.7254955536529486,0.7009355823936143,0.02455997125933429,0.38133843257226785,0.34415712108068075,0.07072747379381926,5,62,0.5542739061857376,0.17122164746721102,0.18,3,45
252,0.764709523391024,0.7254955536529486,0.03921396973807545,0.3572796215501998,0.4074299018408242,0.07858608199313251,5,62,0.5363477919250772,0.22836173146594685,0.18,3,45
253,0.699017562938068,0.764709523391024,-0.065691960452956,0.31823903602793524,0.3807785269101328,0.08731786888125834,5,62,0.49519671475985383,0.20382084817821422,0.18,3,45
254,0.7173889272730136,0.699017562938068,0.018371364334945572,0.3817227292804418,0.3356661979925718,0.09701985431250926,5,62,0.5534385736801626,0.16395035359285104,0.18,3,45
255,0.740427581351355,0.7173889272730136,0.02303865407834138,0.3639801090329591,0.3764474723183959,0.10779983812501029,5,62,0.5406356804863194,0.19979190086503562,0.18,3,45
256,0.7270171906369627,0.740427581351355,-0.013410390714392317,0.34118342763549814,0.38583376300146455,0.1197775979166781,3,62,0.5197411497007484,0.20727604093621432,0.18,3,46
257,0.6996501932958994,0.7270171906369627,-0.027366997341063293,0.37692309640199645,0.32272709689390294,0.1330862199074201,3,63,0.5312404766975031,0.16840971659839632,0.18,3,46
258,0.6964695600235757,0.6996501932958994,-0.003180633272323652,0.3877473305919073,0.30872222943166844,0.14787357767491122,3,64,0.5451146843799568,0.15135487564361894,0.18,3,46
259,0.6541914447330215,0.6964695600235757,-0.04227811529055425,0.38785347986901586,0.2663379648640056,0.16430397519434578,3,64,0.5425765480844666,0.11161489664855484,0.18,3,46
260,0.6695065664982296,0.6541914447330215,0.015315121765208106,0.3925905773755946,0.276915989122635,0.18255997243816197,1,30,0.5359349557055193,0.1335716107927103,0.18,3,47
261,0.6540331315065194,0.6695065664982296,-0.015473434991710167,0.6348501533685454,0.019182978137973983,0.14239677850176632,2,31,0.5363126755896945,0.1177204559168249,0.18,3,47
262,0.6502734679656474,0.6540331315065194,-0.0037596635408719825,0.6408798568602825,0.009393611105364963,0.11106948723137773,2,31,0.5279978867917217,0.12227558117392578,0.18,3,47
263,0.6131368523914205,0.6502734679656474,-0.03713661557422698,0.6370066460581153,-0.02386979366669484,0.08663420004047463,2,32,0.5240917562230458,0.08904509616837464,0.18,3,47
264,0.620380696480906,0.6131368523914205,0.007243844089485529,0.6073578185712136,0.013022877909692365,0.06757467603157022,2,33,0.49533861150437575,0.12504208497653024,0.18,3,48
265,0.6147643193017241,0.620380696480906,-0.005616377179181842,0.6117152261878186,0.0030490931139055544,0.05270824730462477,2,33,0.5050226380632139,0.10974168123851025,0.18,3,48
266,0.5737389342275642,0.6147643193017241,-0.04102538507415998,0.6026857610140544,-0.028946826786490187,0.04111243289760732,2,33,0.5008751891027525,0.07286374512481164,0.18,3,48
267,0.5588833004465031,0.5737389342275642,-0.014855633781061028,0.540711505833636,0.01817179461286711,0.03206769766013371,2,34,0.4589453223830855,0.09993797806341764,0.18,3,49
268,0.531763075176947,0.5588833004465031,-0.027120225269556153,0.5201233062274737,0.011639768949473273,0.025012804174904296,2,34,0.45472674626168164,0.07703632891526535,0.18,3,49
269,0.5111674026610308,0.531763075176947,-0.020595672515916208,0.4747582232679536,0.036409179393077196,0.019509987256425353,2,35,0.43093261845012193,0.08023478421090885,0.18,3,49
270,0.4745160538124533,0.5111674026610308,-0.03665134884857746,0.446356299939364,0.028159753873089333,0.015217790060011775,2,35,0.4162770965674287,0.05823895724502465,0.18,3,49
271,0.482778825365169,0.4745160538124533,0.008262771552715653,0.3867099961815636,0.09606882918360538,0.016908655622235307,2,35,0.3807968519727086,0.10198197339246035,0.18,3,49
272,0.45591783059423796,0.482778825365169,-0.026860994770931013,0.4217057925903126,0.03421203800392536,0.01318875138534354,2,35,0.40023473531165044,0.055683095282587525,0.18,3,49
273,0.4955687865327969,0.45591783059423796,0.03965095593855894,0.3823094656840378,0.11325932084875912,0.014654168205937266,3,36,0.3748277496341861,0.12074103689861082,0.18,3,49
274,0.46908351145453386,0.4955687865327969,-0.026485275078263038,0.45367895001900294,0.015404561435530928,0.011430251200631068,3,37,0.4160235373950204,0.05305997405951346,0.18,3,49
275,0.4277182013248977,0.46908351145453386,-0.04136531012963618,0.42953839084753326,-0.0018201895226355735,0.01,3,37,0.3923008379072864,0.03541736341761126,0.18,3,49
276,0.38929697663215546,0.4277182013248977,-0.03842122469274223,0.3799435482329989,0.009353428399156538,0.01,3,38,0.35421592142845065,0.0350810552037048,0.18,3,50
277,0.37298254321585705,0.38929697663215546,-0.0163144334162984,0.31231850577873244,0.06066403743712462,0.011111111111111112,3,39,0.2939958037234712,0.07898673949238583,0.18,3,50
278,0.42521847844561134,0.37298254321585705,0.05223593522975428,0.2902666933762819,0.13495178506932942,0.012345679012345678,3,39,0.2793122542046824,0.14590622424092892,0.18,3,50
279,0.3989619479439014,0.42521847844561134,-0.02625653050170995,0.36627274122031805,0.03268920672358333,0.01,3,39,0.32870031266443867,0.07026163527946272,0.18,3,50
280,0.4037028347682282,0.3989619479439014,0.004740886824326829,0.3322763472691487,0.07142648749907954,0.011111111111111112,3,39,0.30408305092223403,0.09961978384599418,0.18,3,50
281,0.3497570815035105,0.4037028347682282,-0.05394575326471773,0.33665045681304967,0.01310662469046081,0.01,3,39,0.3071717302567657,0.042585351246744785,0.18,3,50
282,0.4205774100423971,0.3497570815035105,0.07082032853888665,0.26495443010311803,0.1556229799392791,0.011111111111111112,3,39,0.2649011298921662,0.15567628015023094,0.18,3,50
283,0.41506701904509674,0.4205774100423971,-0.005510390997300385,0.3535286364767686,0.061538382568328165,0.012345679012345678,3,39,0.31491699380159444,0.1001500252435023,0.18,3,50
284,0.3844723088333587,0.41506701904509674,-0.03059471021173804,0.34612376414967816,0.03834854468368054,0.01,3,40,0.3106447367493301,0.07382757208402863,0.18,3,50
285,0.4110683946386895,0.3844723088333587,0.026596085805330794,0.309763798242358,0.10130459639633149,0.011111111111111112,3,40,0.28898276437766246,0.12208563026102703,0.18,3,50
286,0.44202593760380054,0.4110683946386895,0.03095754296511105,0.33777873831103,0.10424719929277054,0.012345679012345678,3,40,0.3052782807677051,0.13674765683609547,0.18,3,51
287,0.45110321578513213,0.44202593760380054,0.009077278181331583,0.3685081268859513,0.08259508889918082,0.013717421124828532,3,41,0.3266810565755348,0.12442215920959732,0.18,3,52
288,0.4584320342554311,0.45110321578513213,0.007328818470298981,0.37573044398390765,0.08270159027152346,0.015241579027587257,3,41,0.33296009492301143,0.12547193933241968,0.18,3,52
289,0.4804622072526874,0.4584320342554311,0.022030172997256292,0.3830661420212221,0.09739606523146532,0.016935087808430286,3,41,0.34014471043775785,0.14031749681492955,0.18,3,52
290,0.495194465270693,0.4804622072526874,0.014732258018005595,0.40461875249563084,0.09057571277506216,0.018816764231589206,3,42,0.3561512614262414,0.13904320384445162,0.18,3,52
291,0.5246311377775418,0.495194465270693,0.029436672506848782,0.4209033987190123,0.1037277390585295,0.020907515812876896,3,42,0.36569756284173094,0.15893357493581084,0.18,3,52
292,0.5775413105829881,0.5246311377775418,0.0529101728054463,0.44918070951580247,0.1283606010671856,0.023230573125418773,3,42,0.3850602438426699,0.19248106674031817,0.18,3,52
293,0.49686477496416787,0.5775413105829881,-0.08067653561882021,0.5000820177745251,-0.003217242810357235,0.018119847037826643,3,43,0.4208565233711623,0.07600825159300556,0.18,3,53
294,0.5754492828194129,0.49686477496416787,0.07858450785524501,0.4204567819621048,0.1549925008573081,0.020133163375362934,3,43,0.3690634451720748,0.2063858376473381,0.18,3,54
295,0.6059056582004043,0.5754492828194129,0.03045637538099144,0.486096638140164,0.1198090200602403,0.022370181528181037,3,43,0.41659743657045833,0.18930822162994598,0.18,3,54
296,0.6285219572874888,0.6059056582004043,0.022616299087084513,0.5170385927612362,0.11148336452625263,0.024855757253534484,3,44,0.43577952234841155,0.19274243493907728,0.18,3,54
297,0.6306912651005528,0.6285219572874888,0.002169307813064014,0.5250880449832458,0.10560322011730705,0.027617508059482758,3,45,0.44705965270770043,0.18363161239285242,0.18,3,55
298,0.6139172910165409,0.6306912651005528,-0.016773974084011933,0.5263899387149332,0.08752735230160769,0.030686120066091952,3,45,0.44727368755608704,0.16664360346045387,0.18,3,55
299,0.6826162448639178,0.6139172910165409,0.0686989538473769,0.5235619589095537,0.1590542859543641,0.03409568896232439,3,45,0.43791769524953295,0.24469854961438486,0.18,3,55
300,0.7326891965321212,0.6826162448639178,0.05007295166820336,0.510511119404203,0.22217807712791815,0.0378840988470271,3,45,0.4550859016287292,0.277603294903392,0.18,3,56
301,0.6645500648673127,0.7326891965321212,-0.06813913166480845,0.4855269641029882,0.17902310076432454,0.04209344316336344,3,45,0.4478719930073091,0.2166780718600036,0.18,3,57
302,0.7360031854858398,0.6645500648673127,0.07145312061852704,0.5272138257758137,0.2087893597100261,0.04677049240373716,3,45,0.4533907197739806,0.28261246571185916,0.18,3,58
303,0.7156687922145445,0.7360031854858398,-0.02033439327129527,0.47839983138561337,0.23726896082893112,0.05196721378193017,3,45,0.43505209869790545,0.28061669351663904,0.18,3,58
304,0.7296589797569205,0.7156687922145445,0.01399018754237602,0.5004615676598652,0.22919741209705535,0.05774134864658908,3,45,0.4475534981285763,0.2821054816283442,0.18,3,59
305,0.7099178234208071,0.7296589797569205,-0.019741156336113397,0.4879868487960914,0.22193097462471573,0.06415705405176564,3,45,0.44064597514338666,0.26927184827742046,0.18,3,59
306,0.7305989048255502,0.7099178234208071,0.020681081404743118,0.503967371308481,0.22663153351706922,0.07128561561307294,3,45,0.4484732248350781,0.2821256799904721,0.18,3,59
307,0.7718194755277574,0.7305989048255502,0.04122057070220719,0.48501805747253285,0.2868014180552246,0.07920623957008104,3,45,0.43788719931369724,0.3339322762140602,0.18,3,59
308,0.7518799061510403,0.7718194755277574,-0.019939569376717148,0.43936476893090104,0.31251513722013924,0.08800693285564559,3,45,0.4066122125250607,0.3452676936259796,0.18,3,60
309,0.7762855705911686,0.7518799061510403,0.024405664440128372,0.46741266442597784,0.3088729061651908,0.09778548095071732,3,45,0.4288590741893021,0.34742649640186657,0.18,3,61
310,0.7558108504450505,0.7762855705911686,-0.020474720146118175,0.4395519403247924,0.3162589101202581,0.1086505343896859,3,45,0.41034961728948194,0.34546123315556854,0.18,3,61
311,0.7285799884847339,0.7558108504450505,-0.027230861960316544,0.4654896343226245,0.2630903541621094,0.12072281598853989,2,45,0.42984599483586633,0.2987339936488676,0.18,3,61
312,0.7503841421105623,0.7285799884847339,0.021804153625828326,0.5377566883401153,0.212627453770447,0.13413646220948877,2,46,0.44261816606788756,0.3077659760426747,0.18,3,62
313,0.7050539069263996,0.7503841421105623,-0.04533023518416268,0.5277889059187211,0.1772650010076785,0.14904051356609863,2,47,0.4302280426911178,0.27482586423528177,0.18,3,62
314,0.7003633812034651,0.7050539069263996,-0.004690525722934491,0.5350418840777187,0.1653214971257464,0.16560057062899847,2,47,0.445217520020576,0.25514586118288907,0.18,3,63
315,0.6563300466134371,0.7003633812034651,-0.044033334590028006,0.5300964959245046,0.1262335506889325,0.18400063403222053,2,47,0.44214112293700447,0.2141889236764326,0.18,3,63
316,0.6482103358814347,0.6563300466134371,-0.00811971073200235,0.507112435991319,0.14109789989011567,0.20444514892468946,2,47,0.43054427850441696,0.21766605737701777,0.18,3,64
317,0.6108786676222235,0.6482103358814347,-0.03733166825921119,0.4965591382236303,0.11431952939859324,0.2271612765829883,2,47,0.42340511361626676,0.18747355400595678,0.18,3,64
318,0.6340445186724935,0.6108786676222235,0.023165851050269914,0.4609030191878657,0.17314149948462776,0.25240141842554253,2,47,0.40073887938759206,0.2333056392849014,0.18,3,64
319,0.56032976832553,0.6340445186724935,-0.0737147503469634,0.47940933653960666,0.0809204317859234,0.280446020472825,1,30,0.4110018419624938,0.14932792636303627,0.18,3,64
320,0.5895961095531367,0.56032976832553,0.02926634122760663,0.339180114981679,0.2504159945714577,0.31160668941425,1,30,0.3659492953666385,0.22364681418649818,0.18,3,64
321,0.5455676280176359,0.5895961095531367,-0.04402848153550076,0.6820876379616938,-0.13652000994405789,0.34622965490472224,1,30,0.3823240864001092,0.16324354161752674,0.18,3,64
322,0.5602365563284158,0.5455676280176359,0.014668928310779927,0.5828719427140922,-0.022635386385676304,0.27005913082568334,1,30,0.354102646466515,0.20613390986190083,0.18,3,64
